Gut Microbiota	Gut Microbiata NCBI ID	Gut Microbiota ID	Classification	Substrate	Substrate PubChem CID	Substrate  HMDB ID	Substrate ChEBI ID	Metabolite	Metabolite PubChem CID	Metabolite HMDB ID	Metabolite ChEBI ID
Ruminococcus bromii	40518	gm0588	species					4-Pyridoxic acid	6723	HMDB0000017	CHEBI:17405
END-49		gm0838	strain					Enterodiol	115089	HMDB0005056	CHEBI:81556
Faecalibacterium prausnitzii A2-165	411483	gm0932	strain					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii CNCM I-4543		gm0979	strain					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii L2-6	718252	gm0934	strain					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii CNCM I-4573		gm0980	strain					Butyrate	104775		CHEBI:17968
Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681	1006003	gm0986	strain	Choline	305	HMDB0000097	CHEBI:15354	Trimethylamine	1146	HMDB0000906	CHEBI:18139
Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681	1006003	gm0986	strain	Trimethylamine	1146	HMDB0000906	CHEBI:18139	Trimethylamine oxide	1145	HMDB0000925	CHEBI:15724
Eubacterium ramulus	39490	gm0737	species	Quercetin	5280343	HMDB0005794	CHEBI:16243	3,4-Dihydroxyphenylacetic acid	547	HMDB0001336	CHEBI:41941
Eubacterium ramulus	39490	gm0737	species	Luteolin	5280445	HMDB0005800	CHEBI:15864	Dihydrocaffeic acid	348154	HMDB0000423	CHEBI:48400
Bifidobacterium pseudocatenulatum WC 0400		gm0987	strain	Hesperidin	10621	HMBD0003265	CHEBI:28775	Aglycone			CHEBI:166892
Bifidobacterium pseudocatenulatum WC 0401		gm0988	strain	Hesperidin	10621	HMBD0003265	CHEBI:28775	Aglycone			CHEBI:166892
Bifidobacterium pseudocatenulatum WC 0403		gm0989	strain	Hesperidin	10621	HMBD0003265	CHEBI:28775	Aglycone			CHEBI:166892
Bifidobacterium pseudocatenulatum WC 0407		gm0990	strain	Hesperidin	10621	HMBD0003265	CHEBI:28775	Aglycone			CHEBI:166892
Bifidobacterium pseudocatenulatum WC 0408		gm0991	strain	Hesperidin	10621	HMBD0003265	CHEBI:28775	Aglycone			CHEBI:166892
Clostridium tyrobutyricum	1519	gm0693	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii A2-165	411483	gm0932	strain					Butyrate	104775		CHEBI:17968
Eggerthella. sp. CAT-1		gm0992	species	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol			
Eggerthella. sp. CAT-1		gm0992	species	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol			
Bifidobacterium longum IPLA E44		gm0993	strain	Exopolysaccharides			CHEBI:72813	Lactate	91435		CHEBI:24996
Bifidobacterium adolescentis MB 114		gm0994	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium adolescentis MB 114		gm0995	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium adolescentis MB 114		gm0996	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium bifidum MB 254		gm0997	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium breve MB 234		gm0998	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium breve MB 235		gm0999	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium infantis MB 208		gm1000	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium lactis MB 238		gm1001	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium longum MB 201		gm1002	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium longum MB 207		gm1003	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium longum MB 219		gm1004	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium pseudocatenulatum MB 264		gm1005	strain					Daidzein	5281708	HMDB0003312	CHEBI:28197
Enterococcus faecalis	1351	gm0288	species					Levodopa	6047	HMDB0000181	CHEBI:15765
Veillonella ratti	103892	gm0697	species					Propionate	104745		CHEBI:17272
Propionibacterium avidum	33010	gm0857	species					Propionate	104745		CHEBI:17272
Eubacterium hallii	39488	gm0314	species					Butyrate	104775		CHEBI:17968
Eubacterium limosum	1736	gm0315	species					Butyrate	104775		CHEBI:17968
Desulfovibrio piger	901	gm0858	species					Sulfate	1117	HMDB0001448	CHEBI:16189
Streptococcus sp. MRG-ICA-B	1705604	gm0859	species					Baohuoside I	5488822		CHEBI:82619
Enterococcus sp. MRG-ICA-E	1710535	gm0860	species					Baohuoside I	5488822		CHEBI:82619
bacterium MRG-PMF-1	1477104	gm0861	strain					Baohuoside I	5488822		CHEBI:82619
bacterium MRG-PMF-1	1477104	gm0861	strain					Icaritin	5318980	HMDB0139407	
bacterium MRG-IFC-1	1449386	gm1007	strain	Puerarin	5281807	HMDB0240265	CHEBI:8633	Daidzein	5281708	HMDB0003312	CHEBI:28197
bacterium MRG-IFC-2	1449387	gm1008	strain	Puerarin	5281807	HMDB0240265	CHEBI:8633	Daidzein	5281708	HMDB0003312	CHEBI:28197
Enterococcus casseliflavus	37734	gm0738	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Formate	283		CHEBI:15740
Enterococcus casseliflavus	37734	gm0738	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Acetate	175		CHEBI:30089
Enterococcus casseliflavus	37734	gm0738	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	L-Lactate	5460161		CHEBI:16651
Enterococcus casseliflavus	37734	gm0738	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Ethanol	702	HMDB0000108	CHEBI:16236
Eubacterium ramulus	39490	gm0737	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	3,4-Dihydroxyphenylacetic acid	547	HMDB0001336	CHEBI:41941
Eubacterium ramulus	39490	gm0737	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Acetate	175		CHEBI:30089
Eubacterium ramulus	39490	gm0737	species	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Butyrate	104775		CHEBI:17968
Enterococcus sp. 41		gm1017	species					Platycodin D	162859		CHEBI:70436
Bacillus sp.46	1266601	gm1018	species					Platycodin D	162859		CHEBI:70436
Escherichia sp. 49A	1343183	gm1019	species					Platycodin D	162859		CHEBI:70436
Escherichia sp.64	1343186	gm1020	species					Platycodin D	162859		CHEBI:70436
Eggerthella lenta JCM 9979T		gm1021	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Eggerthella sinensis JCM 14551T		gm1022	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Eggerthella hongkongensis JCM 14552T		gm1023	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Adlercreutzia equolifaciens FJC-A10		gm1024	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Adlercreutzia equolifaciens FJC-B20		gm1025	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Adlercreutzia equolifaciens FJC-D53		gm1026	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Adlercreutzia equolifaciens FJC-B9T		gm1027	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Adlercreutzia equolifaciens FJC-A10		gm1024	strain	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842	Equol	91469	HMDB0002209	CHEBI:34741
Adlercreutzia equolifaciens FJC-A161		gm1028	strain	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842	Equol	91469	HMDB0002209	CHEBI:34741
Succinivibrio dextrinosolvens	83771	gm0755	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Succinivibrio dextrinosolvens	83771	gm0755	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Succinivibrio dextrinosolvens	83771	gm0755	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Formate	283		CHEBI:15740
Succinivibrio dextrinosolvens	83771	gm0755	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Bacteria Latreille et al. 1825	629395	gm0867	genus	D-Glucose	5793	HMDB0000122	CHEBI:4167	Ethanol	702	HMDB0000108	CHEBI:16236
Bacteria Latreille et al. 1825	629395	gm0867	genus	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Bacteria Latreille et al. 1825	629395	gm0867	genus	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Bifidobacterium	1678	gm0105	genus					Lactate	91435		CHEBI:24996
Blautia sp. MRG-PMF1		gm1029	species	5,7-Dimethoxyflavone	88881	HMDB0036620	CHEBI:3684	Chrysin	5281607	HMDB0036619	CHEBI:75095
Blautia sp. MRG-PMF1		gm1029	species	4',5,7-Trimethoxyflavone	79730	HMDB0030842	CHEBI:174981	Apigenin	5280443	HMDB0002124	CHEBI:18388
CEBAS 4A1		gm1030	strain	Ellagic Acid	5281855	HMDB0002899	CHEBI:4775	3,9-Dihydroxybenzo[c]chromen-6-one	10376459	HMDB0142418	
CEBAS 4A2		gm1031	strain	Ellagic Acid	5281855	HMDB0002899	CHEBI:4775	3,9-Dihydroxybenzo[c]chromen-6-one	10376459	HMDB0142418	
CEBAS 4A3		gm1032	strain	Ellagic Acid	5281855	HMDB0002899	CHEBI:4775	3,9-Dihydroxybenzo[c]chromen-6-one	10376459	HMDB0142418	
CEBAS 4A4		gm1033	strain	Ellagic Acid	5281855	HMDB0002899	CHEBI:4775	3,9-Dihydroxybenzo[c]chromen-6-one	10376459	HMDB0142418	
Clostridium sp. TM-40	371143	gm0893	species					Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842
Clostridium	1485	gm0187	genus	DL-Alanine	602	HMDB0062251	CHEBI:16449	Pyruvate	107735		CHEBI:15361
Clostridium	1485	gm0187	genus	Glycine	750	HMDB0000123	CHEBI:15428	Acetyl phosphate(2-)	4183249		CHEBI:22191
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					Acetate	175		CHEBI:30089
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Formate	283		CHEBI:15740
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Propionate	104745		CHEBI:17272
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Histidine	6274	HMDB0000177	CHEBI:15971
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	L-Cysteine	5862	HMDB0000574	CHEBI:17561
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Cystine	595		CHEBI:17376
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Glutathione	124886	HMDB0000125	CHEBI:16856
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Asparagine	6267	HMDB0000168	CHEBI:17196
Bacteroides thetaiotaomicron VPI-5482	226186	gm1036	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	DL-Alanine	602	HMDB0062251	CHEBI:16449
Clostridium sporogenes ATCC15579		gm1037	strain	Levodopa	6047	HMDB0000181	CHEBI:15765	Dihydrocaffeic acid	348154	HMDB0000423	CHEBI:48400
Clostridium sporogenes ATCC15579		gm1037	strain	5-Hydroxytryptophan	144		CHEBI:28171	2-Hydroxy-3-(5-hydroxy-1H-indol-3-yl)propanoic acid	192215		
"Clostridium sporogenes Ll.LtrB-eryR
ΩfldC"		gm1038	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole-3-lactic acid	92904		CHEBI:24813
"Clostridium sporogenes Ll.LtrB-eryR
ΩfldC"		gm1038	strain	Tyrosine	6057	HMDB0000158	CHEBI:17895	2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid	9378	HMDB0000755	CHEBI:17385
"Clostridium sporogenes Ll.LtrB-eryR
ΩfldC"		gm1038	strain	Levodopa	6047	HMDB0000181	CHEBI:15765	3-(3,4-Dihydroxyphenyl)-2-hydroxypropanoic acid	439435	HMDB0003503	CHEBI:17807
Escherichia sp. 4	1343180	gm0805	species	Diosmetin 7-O-beta-D-glucopyranoside	11016019			Diosmetin	5281612	HMDB0029676	CHEBI:4630
Escherichia sp. 4	1343180	gm0805	species	Diosmetin 7-O-beta-D-glucopyranoside	11016019			Acacetin	5280442		CHEBI:15335
Bacteroides distasonis	823	gm0818	species					Succinate	160419		CHEBI:30031
Bacteroides distasonis	823	gm0818	species					Bile acid	439520		CHEBI:22868
Clostridioides difficile	1496	gm0804	species	Clindamycin	446598	HMDB0015321	CHEBI:3745	Valerate	114781		CHEBI:31011
Clostridioides difficile	1496	gm0804	species	Clindamycin	446598	HMDB0015321	CHEBI:3745	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridioides difficile	1496	gm0804	species	Clindamycin	446598	HMDB0015321	CHEBI:3745	Taurocholic acid	6675	HMDB0000036	CHEBI:28865
Clostridioides difficile	1496	gm0804	species	Clindamycin	446598	HMDB0015321	CHEBI:3745	Succinate	160419		CHEBI:30031
Slackia equolifaciens	498718	gm0701	species	Resveratrol	445154	HMDB0003747	CHEBI:45713	Dihydroresveratrol	185914	HMDB0240498	CHEBI:4582
Slackia equolifaciens	498718	gm0701	species	Resveratrol	445154	HMDB0003747	CHEBI:45713	Lunularin	181511		CHEBI:6568
Slackia equolifaciens	498718	gm0701	species	Resveratrol	445154	HMDB0003747	CHEBI:45713	3,4-Dihydroxy-trans-stilbene	10176710		
Adlercreutzia equolifaciens	446660	gm0699	species	Resveratrol	445154	HMDB0003747	CHEBI:45713	Dihydroresveratrol	185914	HMDB0240498	CHEBI:4582
Adlercreutzia equolifaciens	446660	gm0699	species	Resveratrol	445154	HMDB0003747	CHEBI:45713	Lunularin	181511		CHEBI:6568
Adlercreutzia equolifaciens	446660	gm0699	species	Resveratrol	445154	HMDB0003747	CHEBI:45713	3,4-Dihydroxy-trans-stilbene	10176710		
Dictyostelium discoideum	44689	gm0806	species	1-((3,5-Dichloro)-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	123886		CHEBI:64598	1-(3-Chloro-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	3081033		
Dictyostelium discoideum	44689	gm0806	species	1-((3,5-Dichloro)-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	123886		CHEBI:64598	1-(3-Chloro-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	3081033		
Dictyostelium discoideum	44689	gm0806	species	1-((3,5-Dichloro)-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	123886		CHEBI:64598	1-(3-Chloro-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	3081033		
Dictyostelium discoideum	44689	gm0806	species	1-((3,5-Dichloro)-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	123886		CHEBI:64598	1-(3-Chloro-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone	3081033		
Salmonella enterica	28901	gm0692	species					Butyrate	104775		CHEBI:17968
Salmonella enterica	28901	gm0692	species					Butyrate	104775		CHEBI:17968
Salmonella enterica	28901	gm0692	species					Butyrate	104775		CHEBI:17968
Bifidobacterium longum	216816	gm0112	species	Xyloglucan Heptasaccharide	44630346	HMDB0006611		Acetate	175		CHEBI:30089
Bifidobacterium longum	216816	gm0112	species	Xyloglucan Heptasaccharide	44630346	HMDB0006611		Lactate	91435		CHEBI:24996
Escherichia coli BW25113 pBeloBAC		gm1043	strain					Colibactin	138805674		CHEBI:156303
Escherichia coli BACpks		gm1044	strain					Colibactin	138805674		CHEBI:156303
Slackia equolifaciens DZE		gm1046	strain	Soybean Isoflavones	70267806			Equol	91469	HMDB0002209	CHEBI:34741
Slackia isoflavoniconvertens	572010	gm0702	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	5-OH-Equol	9795113		
Slackia isoflavoniconvertens	572010	gm0702	species	Genistein	5280961	HMDB0003217	CHEBI:28088	5-OH-Equol	9795113		
Cronobacter sakazakii	28141	gm0807	species					beta-D-Fructofuranose	439709		CHEBI:28645
Marvinbryantia formatexigens	168384	gm0432	species					beta-D-Fructofuranose	439709		CHEBI:28645
Ruminococcus gnavus	33038	gm0592	species					beta-D-Fructofuranose	439709		CHEBI:28645
Weissella paramesenteroides	1249	gm0808	species					beta-D-Fructofuranose	439709		CHEBI:28645
Escherichia coli HGH21		gm1047	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Escherichia coli HGH21		gm1047	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Escherichia coli HGH6		gm1048	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Escherichia coli HGH6		gm1048	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Escherichia coli HGH6		gm1048	strain	Daidzein	5281708	HMDB0003312	CHEBI:28197	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842
Escherichia coli HGH6		gm1048	strain	Genistein	5280961	HMDB0003217	CHEBI:28088	Dihydrogenistein	9838356	HMDB0005897	CHEBI:34707
Alistipes indistinctus YIT 12060	742725	gm1049	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Alistipes indistinctus YIT 12060	742725	gm1049	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate	613145		
Alistipes indistinctus YIT 12060	742725	gm1049	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Isovaleric acid	10430	HMDB0000718	CHEBI:28484
Odoribacter laneus YIT 12061	742817	gm1050	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Odoribacter laneus YIT 12061	742817	gm1050	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate	613145		
Odoribacter laneus YIT 12061	742817	gm1050	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Isovaleric acid	10430	HMDB0000718	CHEBI:28484
Paraprevotella clara YIT 11840	762968	gm1051	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Paraprevotella clara YIT 11840	762968	gm1051	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate	613145		
Paraprevotella xylaniphila YIT 11841	762982	gm1052	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Paraprevotella xylaniphila YIT 11841	762982	gm1052	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate	613145		
Faecalibacterium prausnitzii A2-165	411483	gm0932	strain					Palmitic acid	985	HMDB0000220	CHEBI:15756
Faecalibacterium prausnitzii A2-165	411483	gm0932	strain					Dihydrocaffeic acid	348154	HMDB0000423	CHEBI:48400
Faecalibacterium prausnitzii A2-165	411483	gm0932	strain					D-Glucuronic Acid	94715	HMDB0000127	CHEBI:42717
Salmonella	590	gm0812	genus	Retinol	445354		CHEBI:17336	Tretinoin	444795		CHEBI:15367
Salmonella	590	gm0812	genus	Retinol	445354		CHEBI:17336	Tretinoin	444795		CHEBI:15367
Salmonella	590	gm0812	genus	Retinol	445354		CHEBI:17336	Tretinoin	444795		CHEBI:15367
Candidatus Arthromitus	49082	gm0145	genus	Trimethylamine	1146	HMDB0000906	CHEBI:18139	Trimethylamine oxide	1145	HMDB0000925	CHEBI:15724
Lachnospiraceae	186803	gm0386	family	Trimethylamine	1146	HMDB0000906	CHEBI:18139	Trimethylamine oxide	1145	HMDB0000925	CHEBI:15724
Lactobacillus paracasei	1597	gm0766	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	10-Keto-12Z-octadecenoic acid	24970825		
Escherichia	561	gm0304	genus					Trimethylamine oxide	1145	HMDB0000925	CHEBI:15724
Escherichia	561	gm0304	genus					Indoxyl sulfate	10258	HMDB0000682	CHEBI:43355
Shigella	620	gm0602	genus					Trimethylamine oxide	1145	HMDB0000925	CHEBI:15724
Shigella	620	gm0602	genus					Indoxyl sulfate	10258	HMDB0000682	CHEBI:43355
Bacteroides sp. 45		gm1056	species	Quercitrin	5280459	HMDB0033751	CHEBI:17558	Hydroxyquercitrin	129887767		
Bacteroides sp. 45		gm1056	species	Quercitrin	5280459	HMDB0033751	CHEBI:17558	Quercetin	5280343	HMDB0005794	CHEBI:16243
Bacteroides sp. 45		gm1056	species	Quercitrin	5280459	HMDB0033751	CHEBI:17558	3,4-Dihydroxybenzoic acid	72	HMDB0001856	CHEBI:36062
Acidipropionibacterium acidipropionici ATCC 4875	1171373	gm1058	strain	D-Sorbitol	5780		CHEBI:17924	Propionate	104745		CHEBI:17272
Acidipropionibacterium acidipropionici ATCC 4875	1171373	gm1058	strain	D-Sorbitol	5780		CHEBI:17924	Succinate	160419		CHEBI:30031
Eubacterium	1730	gm0309	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Eubacterium	1730	gm0309	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Eubacterium	1730	gm0309	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Enterococcus	1350	gm0287	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Enterococcus	1350	gm0287	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Enterococcus	1350	gm0287	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Bacteroides	816	gm0077	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Bacteroides	816	gm0077	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Bacteroides	816	gm0077	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Bifidobacterium	1678	gm0105	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Bifidobacterium	1678	gm0105	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Bifidobacterium	1678	gm0105	genus	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
human intestinal bacterium SNU-Julong732	239760	gm1063	strain	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842	Equol	91469	HMDB0002209	CHEBI:34741
Clostridium sp. HGH6		gm1064	species	daidzein	5281708	HMDB0003312	CHEBI:28197	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842
Eubacterium limosum ATCC 8486		gm1065	strain	Biochanin A	5280373	HMDB0002338	CHEBI:17574	Genistein	5280961	HMDB0003217	CHEBI:28088
Eubacterium limosum ATCC 8486		gm1065	strain	Formononetin	5280378	HMDB0005808	CHEBI:18088	Daidzein	5281708	HMDB0003312	CHEBI:28197
Eubacterium limosum ATCC 8486		gm1065	strain	Glycitein	5317750	HMDB0005781	CHEBI:34778	6,7,4'-Trihydroxyisoflavone	5284649	HMDB0031715	CHEBI:74957
Lactobacillus plantarum IFPL935		gm1067	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	5-(3,4-Dihydroxyphenyl)-valerolactone	45093073		
Lactobacillus plantarum IFPL935		gm1067	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid	52920332	HMDB0041679	CHEBI:137478
Bifidobacterium	1678	gm0105	genus					Folic acid	135398658	HMDB0000121	CHEBI:27470
Eubacterium limosum	1736	gm0315	species	Glycitein	5317750	HMDB0005781	CHEBI:34778	6,7,4'-Trihydroxyisoflavone	5284649	HMDB0031715	CHEBI:74957
Eubacterium limosum	1736	gm0315	species	Glycitein	5317750	HMDB0005781	CHEBI:34778	Dihydroglycitein	101101166		CHEBI:174736
Escherichia coli	562	gm0305	species	Chlorogenic acid	1794427	HMDB0003164	CHEBI:16112	Caffeic acid	689043	HMDB0001964	CHEBI:16433
Escherichia coli	562	gm0305	species	Chlorogenic acid	1794427	HMDB0003164	CHEBI:16112	Quinic acid	6508	HMDB0003072	CHEBI:17521
Bifidobacterium animalis	28025	gm0107	species	Chlorogenic acid	1794427	HMDB0003164	CHEBI:16112	Caffeic acid	689043	HMDB0001964	CHEBI:16433
Bifidobacterium animalis	28025	gm0107	species	Chlorogenic acid	1794427	HMDB0003164	CHEBI:16112	Quinic acid	6508	HMDB0003072	CHEBI:17521
Lactobacillus gasseri	1596	gm0399	species	Chlorogenic acid	1794427	HMDB0003164	CHEBI:16112	Caffeic acid	689043	HMDB0001964	CHEBI:16433
Lactobacillus gasseri	1596	gm0399	species	Chlorogenic acid	1794427	HMDB0003164	CHEBI:16112	Quinic acid	6508	HMDB0003072	CHEBI:17521
Lactobacillus fermentum	1613	gm0398	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Ethanol	702	HMDB0000108	CHEBI:16236
Weissella confusa	1583	gm0763	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Ethanol	702	HMDB0000108	CHEBI:16236
Weissella confusa	1583	gm0763	species	D-Fructose	2723872	HMDB0000660	CHEBI:15824	Ethanol	702	HMDB0000108	CHEBI:16236
Saccharomyces cerevisiae	4932	gm0816	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Ethanol	702	HMDB0000108	CHEBI:16236
Saccharomyces cerevisiae	4932	gm0816	species	D-Fructose	2723872	HMDB0000660	CHEBI:15824	Ethanol	702	HMDB0000108	CHEBI:16236
Bacteroides	816	gm0077	genus	Phosphoenolpyruvate	1005	HMDB0000263	CHEBI:44897	Oxalacetic acid	970	HMDB0000223	CHEBI:30744
Bacteroides	816	gm0077	genus	Fumarate	5460307		CHEBI:29806	Succinate	160419		CHEBI:30031
