cid,syno
5281792,"Rosmarinic acid, >=98% (HPLC), from Rosemarinus officinalis L."
5281792,"Rosmarinic acid, United States Pharmacopeia (USP) Reference Standard"
5281792,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxypropanoicacid"
5281792,"(R)-2-[3-(3,4-Dihydroxyphenyl)acryloyloxy]-3-(3,4-dihydroxyphenyl)propionic acid"
5281792,"(R,E)-3-(3,4-dihydroxyphenyl)-2-((3-(3,4-dihydroxyphenyl)acryloyl)oxy)propanoicacid"
5281792,"(R,E)-3-(3,4-dihydroxyphenyl)-2-(3-(3,4-dihydroxyphenyl)acryloyloxy)propanoic acid"
5281792,"3-(3,4-DIHYDROXYPHENYL)ACRYLIC ACID-1-CARBOXY-2-(3,4-DIHYDROXYPHENYL)ETHYL ESTER"
5281792,"alpha-(((3,4-Dihydroxyphenyl)-1-oxo-2-propenyl)oxy)-3,4-dihydroxy-benzenepropanoic acid"
5281792,"(2R)-3-(3,4-DIHYDROXYPHENYL)-2-{[3-(3,4-DIHYDROXYPHENYL)PROP-2-ENOYL]OXY}PROPANOIC ACID"
5281792,"(alpha R)-alpha-[[(2E)-3-(3,4-Dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-3,4-dihydroxybenzenepropanoic acid"
5281792,"[R-(+)]-?-[[3-(3,4-Dihydroxyphenyl)-1-oxo-2-propenyl]oxy]-3,4-dihydroxybenzenepropanoic acid"
5281792,162281-84-7
5281792,"BENZENEPROPANOIC ACID, .ALPHA.-(((2E)-3-(3,4-DIHYDROXYPHENYL)-1-OXO-2-PROPEN-1-YL)OXY)-3,4-DIHYDROXY-, (.ALPHA.R)-"
5281792,"BENZENEPROPANOIC ACID, alpha-(((2E)-3-(3,4-DIHYDROXYPHENYL)-1-OXO-2-PROPEN-1-YL)OXY)-3,4-DIHYDROXY-, (alphaR)-"
5281792,"BENZENEPROPANOIC ACID, alpha-(((2E)-3-(3,4-DIHYDROXYPHENYL)-1-OXO-2-PROPENYL)OXY)-3,4-DIHYDROXY-, (alphaR)-"
5281792,"Propanoic acid, 3- (3, 4- dihydroxyphenyl)- 2- [3- (3, 4- dihydroxyphenyl)- 1- oxo- 2- propenyloxy]-"
6306,l-isoleucine
6306,Isoleucine
6306,73-32-5
6306,"(2S,3S)-2-Amino-3-methylpentanoic acid"
6306,"2S,3S-Isoleucine"
6306,(S)-Isoleucine
6306,H-Ile-OH
6306,"(S,S)-Isoleucine"
6306,2-Amino-3-methylvaleric acid
6306,L-(+)-Isoleucine
6306,erythro-L-Isoleucine
6306,L-Ile
6306,"ISOLEUCINE, L-"
6306,alpha-Amino-beta-methylvaleric acid
6306,Isoleucine (VAN)
6306,Isoleucinum [Latin]
6306,Isoleucina [Spanish]
6306,"Norvaline, 3-methyl-"
6306,"Valeric acid, 2-amino-3-methyl-"
6306,"L-Norvaline, 3-methyl-, erythro-"
6306,"Acetic acid, amino-sec-butyl-"
6306,ile
6306,"Pentanoic acid, 2-amino-3-methyl-"
6306,Isoleucina
6306,Isoleucinum
6306,CCRIS 5229
6306,iso-leucine
6306,"(2S,3S)-alpha-Amino-beta-methyl-n-valeric acid"
6306,Isoleucine [USAN:INN]
6306,NSC 46708
6306,"(2S,3S)-alpha-Amino-beta-merthylvaleric acid"
6306,"(S-(R*,R*))-2-Amino-3-methylpentanoic acid"
6306,FEMA No. 3295
6306,"(2S,3S)-alpha-Amino-beta-merthyl-n-valeric acid"
6306,"2-Amino-3-methylpentanoic acid, (S-(R*,R*))-"
6306,"Acetic acid, amino(1-methylpropyl)-, (R*,R*)-"
6306,EINECS 200-798-2
6306,Isoleucine (L-Isoleucine)
6306,UNII-5HX0BYT4E3
6306,5HX0BYT4E3
6306,"Pentanoic acid, 2-amino-3-methyl-, (S-(R*,R))-"
6306,"(2S,3S)-2-Amino-3-methylpentanoicacid"
6306,DTXSID2046882
6306,FEMA NO. 4675
6306,CHEBI:17191
6306,HSDB 7798
6306,"[S-(R*,R*)]-2-Amino-3-methylpentanoic acid"
6306,2S-Amino-3S-methylpentanoic acid
6306,"Isoleucine, DL-"
6306,Isoleucine [USAN:USP:INN:BAN]
6306,UNII-04Y7590D77
6306,DL-Allo-isoleucine
6306,NSC 9958
6306,EINECS 207-139-8
6306,NSC-46708
6306,AI3-18474
6306,04Y7590D77
6306,MFCD00064222
6306,"(2S,3S)-alpha-Amino-beta-methylvaleric acid"
6306,"Pentanoic acid, 2-amino-3-methyl-, (2S,3S)-"
6306,DTXCID201323037
6306,MFCD00004268
6306,DL- allo- isoleucine
6306,CAS-443-79-8
6306,"(2S,3S)-2-amino-3-methylpentanoate"
6306,"Isoleucine, (2R,3R)-rel-"
6306,NSC-9958
6306,NSC46708
6306,L-isoleucina
6306,laevo-isoleucine
6306,l- isoleucine
6306,L-iso-leucine
6306,(L)-Isoleucine
6306,L- iso-Leucine
6306,NCGC00181164-01
6306,Isoleucine (USP)
6306,H-Ile
6306,Ile-OH
6306,"L-Isoleucine,(S)"
6306,(+)-L-isoleucine
6306,L-[14C]Isoleucine
6306,"(2S,3S)-a-Amino-b-methylvaleric acid"
6306,(+/-)-erythro-2-Amino-3-methylpentanoic acid
6306,"L-Isoleucine, 99%"
6306,ISOLEUCINE [II]
6306,ISOLEUCINE [MI]
6306,"(2S,3S)-a-Amino-b-methyl-n-valeric acid"
6306,L-Isoleucine (JP17)
6306,ISOLEUCINE [INN]
6306,"(2S,3S)-2-amino-3-methyl-Pentanoic acid"
6306,ISOLEUCINE [HSDB]
6306,ISOLEUCINE [INCI]
6306,ISOLEUCINE [USAN]
6306,ISOLEUCINE DL-FORM
6306,2-Amino-3-methylvalerate
6306,ISOLEUCINE [VANDF]
6306,"Isoleucine, L- (8CI)"
6306,bmse000041
6306,bmse000866
6306,bmse000884
6306,D0I8SK
6306,2-amino-3-methylpentanoate
6306,ISOLEUCINE [MART.]
6306,L-Isoleucine (H-lle-OH)
6306,L-ISOLEUCINE [FCC]
6306,L-ISOLEUCINE [JAN]
6306,SCHEMBL8869
6306,DL-ISOLEUCINE [FCC]
6306,ISOLEUCINE [WHO-DD]
6306,sec-C4H9CH(NH2)COOH
6306,"Acetic acid, amino-s-butyl-"
6306,DL-ISOLEUCINE [FHFI]
6306,erythro-3-methyl-L-norvaline
6306,L-Isoleucine (H-L-Ile-OH)
6306,L-ISOLEUCINE [USP-RS]
6306,GTPL3311
6306,CHEMBL1233584
6306,DTXSID1047441
6306,ISOLEUCINE DL-FORM [MI]
6306,L-Isoleucine: D-allo-isoleucine
6306,BDBM18140
6306,"Norvaline, 3-methyl-, erythro-"
6306,ISOLEUCINE [EP MONOGRAPH]
6306,ISOLEUCINE [USP MONOGRAPH]
6306,"L-Isoleucine, 99%, FCC, FG"
6306,Pharmakon1600-01301004
6306,"(2S,3S)-a-Amino-b-methylvalerate"
6306,HY-N0771
6306,Tox21_112765
6306,LMFA01100047
6306,NSC760109
6306,s3752
6306,"L-Isoleucine, Vetec(TM), 98.5%"
6306,AKOS015842027
6306,Tox21_112765_1
6306,"(2S,3S)-a-Amino-b-methyl-n-valerate"
6306,AM81842
6306,CCG-266114
6306,CS-W018502
6306,DB00167
6306,FD20022
6306,NSC-760109
6306,"(2S,3S)-2-amino-3-methyl-Pentanoate"
6306,VALINE IMPURITY B [EP IMPURITY]
6306,"(2S,3S)-alph-Amino-beta-methylvalerate"
6306,LEUCINE IMPURITY A [EP IMPURITY]
6306,NCGC00274084-01
6306,"(2S,3S)-alpha-Amino-beta-methylvalerate"
6306,AC-34995
6306,AS-11616
6306,BP-20357
6306,LS-84762
6306,"(2S,3S)-alpha-Amino-beta-merthylvalerate"
6306,"[S-(R*,R*)]-2-Amino-3-methylpentanoate"
6306,"L-Isoleucine, BioUltra, >=99.5% (NT)"
6306,"(2S,3S)-alph-Amino-beta-methylvaleric acid"
6306,"(2S,3S)-alpha-Amino-beta-methyl-n-valerate"
6306,I0181
6306,"(2S,3S)-alpha-Amino-beta-merthyl-n-valerate"
6306,EN300-52623
6306,"L-Isoleucine, SAJ special grade, >=99.0%"
6306,C00407
6306,D00065
6306,"L-Isoleucine, reagent grade, >=98% (HPLC)"
6306,M03002
6306,"L-Isoleucine, Vetec(TM) reagent grade, >=98%"
6306,"L-Isoleucine, Cell Culture Reagent (H-L-Ile-OH)"
6306,Q484940
6306,Q-201311
6306,"(2S,3S)-.alpha.-Amino-.beta.-methyl-n-valeric acid"
6306,".alpha.-Amino-.beta.-methylvaleric acid, (2S,3S)-"
6306,"Pentanoic acid, 2-amino-3-methyl-, [S-(R*,R*)]-"
6306,F8880-9085
6306,Z756427442
6306,"Isoleucine, European Pharmacopoeia (EP) Reference Standard"
6306,"L-Isoleucine, certified reference material, TraceCERT(R)"
6306,E46116A2-987C-4709-9E80-A64DA838D5A1
6306,"L-Isoleucine, United States Pharmacopeia (USP) Reference Standard"
6306,"6-?amino-?5-?(ethylamino)?-?1-?methyl-2,?4(1H,?3H)?-?Pyrimidinedione"
6306,"L-Isoleucine, Pharmaceutical Secondary Standard; Certified Reference Material"
6306,"(S,S)-2-amino-3-methyl-pentanoicacid;(s,s)-isoleucine;[S-(R*,R*)]-2-Amino-3-methylpentanoic acid"
6306,1160211-67-5
6306,"L-Isoleucine, from non-animal source, meets EP, JP, USP testing specifications, suitable for cell culture, 98.5-101.0%"
162282,38000-06-5
162282,6-aminohexanoylazanide
162282,UNII-0A1V8JTU2M
162282,0A1V8JTU2M
162282,DTXSID20958978
162282,LS-118075
162282,"6-Amino-1-azanidylhexane-1,2-bis(ylium)-1-olate"
5951,L-serine
5951,serine
5951,56-45-1
5951,(S)-2-Amino-3-hydroxypropanoic acid
5951,(S)-Serine
5951,H-Ser-OH
5951,beta-Hydroxyalanine
5951,L-ser
5951,L-(-)-Serine
5951,(2S)-2-amino-3-hydroxypropanoic acid
5951,"Serine, L-"
5951,L-Serin
5951,L-3-Hydroxy-alanine
5951,2-Amino-3-hydroxypropionic acid
5951,beta-Hydroxy-L-alanine
5951,Serinum [Latin]
5951,SER (IUPAC abbrev)
5951,Serina [Spanish]
5951,L-2-Amino-3-hydroxypropionic acid
5951,Serine (VAN)
5951,Serinum
5951,alpha-Amino-beta-hydroxypropionic acid
5951,Serene
5951,Serina
5951,(-)-Serine
5951,L-3-Hydroxy-2-aminopropionic acid
5951,Serine [USAN:INN]
5951,HSDB 680
5951,(S)-(-)-Serine
5951,"2-Amino-3-hydroxypropanoic acid, (S)-"
5951,"Propanoic acid, 2-amino-3-hydroxy-, (S)-"
5951,(S)-2-Amino-3-hydroxypropionic acid
5951,ser
5951,CHEBI:17115
5951,BRN 1721404
5951,(S)-alpha-Amino-beta-hydroxypropionic acid
5951,EINECS 200-274-3
5951,MFCD00064224
5951,NSC 118365
5951,(2S)-2-amino-3-hydroxy-propanoic acid
5951,3-Hydroxyalanine
5951,UNII-452VLY9402
5951,452VLY9402
5951,NSC-118365
5951,(S)-2-amino-3-hydroxy-Propanoic acid
5951,Serinum (Latin)
5951,DTXSID60883230
5951,EC 200-274-3
5951,4-04-00-03118 (Beilstein Handbook Reference)
5951,Serine (L-Serine)
5951,6898-95-9
5951,(S)-(+)-2-Amino-3-hydroxypropionic acid
5951,SERINE (II)
5951,SERINE [II]
5951,SERINE (MART.)
5951,SERINE [MART.]
5951,L-SERINE (USP-RS)
5951,L-SERINE [USP-RS]
5951,serin
5951,SERINE (EP MONOGRAPH)
5951,SERINE [EP MONOGRAPH]
5951,SERINE (USP MONOGRAPH)
5951,SERINE [USP MONOGRAPH]
5951,l serine
5951,.beta.-Hydroxyalanine
5951,b-Hydroxy-L-alanine
5951,rac-serine
5951,Racemic serine
5951,2-amino-3-hydroxypropanoate
5951,L-serina
5951,NSC118365
5951,?-Hydroxyalanine
5951,3h-l-serine
5951,L- serine
5951,L-Serine;
5951,H-Ser
5951,(S)-a-Amino-b-hydroxypropionic acid
5951,Serine (USP)
5951,3-hydroxy-L-Alanine
5951,"L-Serine,(S)"
5951,Tocris-0226
5951,Tocris-0227
5951,L-Serine (JP17)
5951,SERINE [VANDF]
5951,SERINE [HSDB]
5951,SERINE [INCI]
5951,SERINE [USAN]
5951,"L-Alanine, 3-hydroxy-"
5951,SERINE [INN]
5951,SERINE [WHO-DD]
5951,Lopac-S-4250
5951,SERINE [MI]
5951,L-SERINE [FCC]
5951,L-SERINE [JAN]
5951,(L)-SERINE
5951,bmse000048
5951,bmse000809
5951,bmse000867
5951,bmse000885
5951,D0T6GM
5951,Epitope ID:150900
5951,SCHEMBL1775
5951,GTPL726
5951,CHEMBL11298
5951,L-3-Hydroxy-2-aminopropionate
5951,(S)-a-Amino-b-hydroxypropionate
5951,(S)-b-Amino-3-hydroxypropionate
5951,(S)-2-Amino-3-hydroxypropanoate
5951,(C3-H7-N-O3)x-
5951,DTXCID501022779
5951,DTXSID301031857
5951,Pharmakon1600-01301010
5951,L-Serine - CAS 56-45-1
5951,(S)-2-amino-3-hydroxy-Propanoate
5951,25821-52-7
5951,HY-N0650
5951,L-2-Amino-3-hydroxypropanoic Acid
5951,"L-Serine, Vetec(TM), 98.5%"
5951,STR02557
5951,(S)-beta-Amino-3-hydroxypropionate
5951,Fmoc-(2-aminomethylphenyl)aceticacid
5951,l-2-Amino-3-hydroxy-propanoic acid
5951,"L-Serine, >=99.0% (NT)"
5951,BDBM50357212
5951,NSC760115
5951,(S)-b-Amino-3-hydroxypropionic acid
5951,AKOS015854115
5951,(S)-alpha-Amino-beta-hydroxypropionate
5951,AC-1190
5951,CCG-266038
5951,CS-W020136
5951,DB00133
5951,NSC-760115
5951,(S)-beta-Amino-3-hydroxypropionic acid
5951,"L-Serine, tested according to Ph.Eur."
5951,(2S)-2-amino-3-hydroxypropanoic acid.
5951,NCGC00015952-01
5951,NCGC00024507-01
5951,NCGC00024507-02
5951,BP-13282
5951,"L-Serine, BioUltra, >=99.5% (NT)"
5951,SY002847
5951,"2-Amino-3-hydroxypropanoic acid-, (S)-"
5951,LS-144975
5951,"Propanoic acid, 2-amino-3-hydroxy-, (S)"
5951,AM20100375
5951,S0035
5951,S9353
5951,EN300-52635
5951,"L-Serine, ReagentPlus(R), >=99% (HPLC)"
5951,"L-Serine, Vetec(TM) reagent grade, >=99%"
5951,A20660
5951,C00065
5951,D00016
5951,"L-Serine, Cell Culture Reagent (H-L-Ser-OH)"
5951,Q183290
5951,SR-01000597708
5951,".alpha.-Amino-.beta.-hydroxypropionic acid-, (S)-"
5951,SR-01000597708-1
5951,"L-Serine, certified reference material, TraceCERT(R)"
5951,F1905-7047
5951,"Serine, European Pharmacopoeia (EP) Reference Standard"
5951,Z756440058
5951,3AB40D3A-043A-488F-8361-D1BF309F842C
5951,"L-Serine, United States Pharmacopeia (USP) Reference Standard"
5951,(s)-2-amino-3-hydroxypropanoicacid;2-Amion-3-hydroxypropionicacid
5951,"L-Serine, Pharmaceutical Secondary Standard; Certified Reference Material"
5951,"L-Serine, from non-animal source, meets EP, USP testing specifications, suitable for cell culture, 98.5-101.0%"
6287,L-valine
6287,valine
6287,72-18-4
6287,(S)-Valine
6287,H-Val-OH
6287,(S)-2-Amino-3-methylbutanoic acid
6287,(2S)-2-amino-3-methylbutanoic acid
6287,2-Amino-3-methylbutyric acid
6287,(S)-2-Amino-3-methylbutyric acid
6287,L-alpha-Amino-beta-methylbutyric acid
6287,L-valin
6287,Valinum [Latin]
6287,Valina [Spanish]
6287,"Butanoic acid, 2-amino-3-methyl-"
6287,valina
6287,Valine (VAN)
6287,Valinum
6287,L(+)-alpha-Aminoisovaleric acid
6287,(S)-alpha-Amino-beta-methylbutyric acid
6287,Valine [USAN:INN]
6287,"Butanoic acid, 2-amino-3-methyl-, (S)-"
6287,"2-Amino-3-methylbutyric acid, (S)-"
6287,"2-Amino-3-methylbutanoic acid, (S)-"
6287,"VALINE, L-"
6287,NSC 76038
6287,val
6287,CHEBI:16414
6287,alpha-aminoisovaleric acid
6287,l-(+)-alpha-Aminoisovaleric acid
6287,UNII-HG18B9YRS7
6287,EINECS 200-773-6
6287,HG18B9YRS7
6287,NSC-76038
6287,(L)-valine
6287,2-Amino-3-methylbutanoic acid (VAN)
6287,Valine (L-Valine)
6287,HSDB 7800
6287,L-2-Aminoisovaleric Acid
6287,L-Val
6287,MFCD00064220
6287,7004-03-7
6287,Valinum (Latin)
6287,DTXSID40883233
6287,EC 200-773-6
6287,VALINE (II)
6287,VALINE [II]
6287,VALINE (MART.)
6287,VALINE [MART.]
6287,valin
6287,Hval
6287,VALINE (EP MONOGRAPH)
6287,VALINE [EP MONOGRAPH]
6287,VALINE (USP MONOGRAPH)
6287,VALINE [USP MONOGRAPH]
6287,l valine
6287,(2S)-2-amino-3-methylbutanoate
6287,L-2-Amino-3-methylbutanoic acid
6287,LYSINE ACETATE IMPURITY D (EP IMPURITY)
6287,LYSINE ACETATE IMPURITY D [EP IMPURITY]
6287,2-Amino-3-methyl-butyric acid
6287,2-amino-3-methylbutanoate
6287,Racemic valine
6287,L-(+)-a-Aminoisovaleric acid
6287,s-valin
6287,(S)-alpha-Aminoisovaleric acid
6287,L-(+)-.alpha.-Aminoisovaleric acid
6287,L-a-Amino-b-methylbutyric acid
6287,L-valina
6287,3h-l-valine
6287,(S)-a-Amino-b-methylbutyric acid
6287,L-Valine;
6287,"L-Valine, FCC"
6287,Valine (USP)
6287,(+)-valine
6287,"L-Valine,(S)"
6287,1t4s
6287,L-Valine (JP17)
6287,"L-Valine, 99%"
6287,VALINE [VANDF]
6287,VALINE [HSDB]
6287,VALINE [INCI]
6287,VALINE [USAN]
6287,(S)-Val
6287,L-Val-4
6287,L-VAL-OH
6287,VALINE [INN]
6287,VALINE [WHO-DD]
6287,VALINE [MI]
6287,2-Amino-3-methylbutyrate
6287,L-VALINE [FCC]
6287,L-VALINE [JAN]
6287,bmse000052
6287,bmse000811
6287,bmse000860
6287,D0LL5V
6287,L-(+)-a-Aminoisovalerate
6287,L-a-Amino-b-methylbutyrate
6287,SCHEMBL8516
6287,(S)-A-Aminoisovaleric acid
6287,L-VALINE [USP-RS]
6287,(S)-?-Aminoisovaleric acid
6287,"2-Aminoisovaleric acid,(S)"
6287,CHEMBL43068
6287,(S)-a-Amino-b-methylbutyrate
6287,L-(+)-alpha-Aminoisovalerate
6287,L-iso-C3H7CH(NH2)COOH
6287,GTPL4794
6287,(S)-2-Amino-3-methylbutyrate
6287,(S)-2-Amino-3-methylbutanoate
6287,L-alpha-Amino-beta-methylbutyrate
6287,(S)-2-amino-3-methyl-Butanoate
6287,DTXCID201022782
6287,Pharmakon1600-01301009
6287,HY-N0717
6287,(S)-alpha-Amino-beta-methylbutyrate
6287,(S)-2-amino-3-methyl-butyric acid
6287,BDBM50463208
6287,NSC760111
6287,s5628
6287,(S)-2-amino-3-methyl-Butanoic acid
6287,"L-Valine, 98.5-101.5%"
6287,AKOS015841564
6287,AM82363
6287,CCG-266067
6287,CS-W020706
6287,DB00161
6287,"L-Valine, 99%, natural, FCC, FG"
6287,LS-2345
6287,NSC-760111
6287,NCGC00344520-01
6287,AS-12787
6287,"L-Valine, BioUltra, >=99.5% (NT)"
6287,"L-Valine, SAJ special grade, >=98.5%"
6287,"L-Valine, reagent grade, >=98% (HPLC)"
6287,V0014
6287,EN300-52625
6287,"L-Valine, Vetec(TM) reagent grade, >=98%"
6287,C00183
6287,D00039
6287,"L-Valine, Cell Culture Reagent (H-L-Val-OH)"
6287,M02950
6287,V-1800
6287,(S)-(+)-2-AMINO-3-METHYLBUTYRIC ACID
6287,Q483752
6287,Q-100919
6287,"L-Valine, certified reference material, TraceCERT(R)"
6287,F8889-8698
6287,"Valine, European Pharmacopoeia (EP) Reference Standard"
6287,Z756430564
6287,1B39571B-0AE8-4A9A-AE80-4B898D11A981
6287,"L-Valine, dimer, meets the analytical specifications of USP"
6287,"L-Valine, United States Pharmacopeia (USP) Reference Standard"
6287,"L-Valine, Pharmaceutical Secondary Standard; Certified Reference Material"
6287,"InChI=1/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s"
6287,"L-Valine, from non-animal source, meets EP, JP, USP testing specifications, suitable for cell culture, 98.5-101.0%"
13892722,Shanzhiside methyl ester
13892722,64421-28-9
13892722,SHANZHISIDE METHYLESTER
13892722,HANZHISIDE METHYL ESTER
13892722,"methyl (1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylate"
13892722,SHANZHISIDEMETHYLESTER
13892722,Shanziside methyl ester
13892722,Shanzhizide methyl ester
13892722,Shanzhisidmethylester
13892722,MEGxp0_000430
13892722,CHEMBL1081414
13892722,ACon0_000910
13892722,ACon1_000460
13892722,CHEBI:193584
13892722,"Cyclopenta(c)pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,6,7,7a-hexahydro-5,7-dihydroxy-7-methyl-, methyl ester, (1S-(1alpha,4aalpha,5alpha,7alpha,7aalpha))-"
13892722,HY-N0630
13892722,MFCD00017416
13892722,s9307
13892722,AKOS030573532
13892722,CCG-268713
13892722,NCGC00169057-01
13892722,NCGC00169057-02
13892722,AC-34703
13892722,MS-26955
13892722,CS-0009621
13892722,F17713
13892722,BRD-K61757038-001-01-0
13892722,Z3247556297
13892722,"(1S,4aS,5R,7S,7aS)-methyl 5,7-dihydroxy-7-methyl-1-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate"
13892722,"Methyl (1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate"
6479915,Methyl rosmarinate
6479915,99353-00-1
6479915,"methyl (2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxypropanoate"
6479915,CHEMBL241405
6479915,"(R)-3-(3,4-Dihydroxyphenyl)-1-methoxy-1-oxopropan-2-yl (E)-3-(3,4-dihydroxyphenyl)acrylate"
6479915,"Benzenepropanoic acid,a-[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]oxy]-3,4-dihydroxy-,methyl ester, (aR)-"
6479915,Methylrosmarinic acid
6479915,(+)-Methyl rosmarinate
6479915,Boc-L-Lysinyl-L-Proline
6479915,SCHEMBL12410151
6479915,CHEBI:175804
6479915,DTXSID901316093
6479915,HY-N3266
6479915,BDBM50210054
6479915,AKOS037515147
6479915,AS-83668
6479915,CS-0023747
6479915,F82128
6479915,"(R,E)-3-(3,4-dihydroxyphenyl)-1-methoxy-1-oxopropan-2-yl 3-(3,4-dihydroxyphenyl)acrylate"
6479915,"(R)-3-(3,4-Dihydroxyphenyl)-1-methoxy-1-oxopropan-2-yl(E)-3-(3,4-dihydroxyphenyl)acrylate"
6479915,"3-(3,4-dihydroxy-phenyl)-acrylic acid 2-(3,4-dihydroxy-phenyl)-1-methoxy carbonyl-ethyl ester"
6479915,"Benzenepropanoic acid, .alpha.-[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]oxy]-3,4-dihydroxy-, methyl ester, (.alpha.R)-"
6479915,"methyl (2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-propanoate"
14657482,"(4aS)-1,2,3,4,4abeta,5,6,11b-Octahydro-9-hydroxy-4,4,8-trimethyl-6alpha,11balpha-(epoxymethano)-10H-cyclohepta[a]naphthalen-10-one"
14657482,"5-Hydroxy-6,12,12-trimethyl-17-oxatetracyclo[7.6.2.01,11.02,8]heptadeca-2,5,7-trien-4-one"
5319878,"5-Hydroxy-2',3',7,8-tetramethoxyflavone"
5319878,SCHEMBL15572930
5319878,LMPK12111317
5319878,"5-hydroxy-7,8,2',3'-tetramethoxyflavone"
5319878,"2-(2,3-Dimethoxyphenyl)-5-hydroxy-7,8-dimethoxy-4H-1-benzopyran-4-one"
44425165,Neocryptotanshinone
44425165,CHEMBL227130
44425165,BDBM50476412
1549025,Neryl acetate
1549025,141-12-8
1549025,Nerol acetate
1549025,cis-Geranyl acetate
1549025,Neryl ethanoate
1549025,"(Z)-3,7-Dimethylocta-2,6-dien-1-yl acetate"
1549025,"cis-3,7-Dimethyl-2,6-octadien-1-yl acetate"
1549025,NSC-72031
1549025,FEMA No. 2773
1549025,Neryl acetate (natural)
1549025,UNII-OF82IJU18H
1549025,OF82IJU18H
1549025,"cis-3,7-Dimethyl-2,6-octadien-1-ol acetate"
1549025,"2,6-Octadien-1-ol, 3,7-dimethyl-, acetate, (Z)-"
1549025,"2,6-Octadien-1-ol, 3,7-dimethyl-, 1-acetate, (2Z)-"
1549025,EINECS 205-459-2
1549025,"[(2Z)-3,7-dimethylocta-2,6-dienyl] acetate"
1549025,BRN 1722814
1549025,AI3-35817
1549025,DTXSID2047068
1549025,"3,7-Dimethyl-2,6-octadienyl acetate, (Z)-"
1549025,CHEBI:141210
1549025,"(2Z)-3,7-dimethylocta-2,6-dien-1-yl acetate"
1549025,"3,7-Dimethyl-2,6-octadien-1-yl acetate, cis-"
1549025,2-02-00-00153 (Beilstein Handbook Reference)
1549025,"3,7-Dimethyl-2,6-octadien-1-yl ethanoate, cis-"
1549025,NERYLACETATE
1549025,"3,7-Dimethyl-2Z,6-octadienyl acetate"
1549025,"Geranyl acetate, cis-"
1549025,"cis-1-acetoxy-3,7-dimethyl-2,6-octadiene"
1549025,"(2Z)-3,7-Dimethyl-2,6-octadienyl acetate"
1549025,"2,6-Octadien-1-ol, 3,7-dimethyl-, acetate, (2Z)-"
1549025,Nerol acetate (6CI)
1549025,MFCD00063205
1549025,Acetic acid neryl ester
1549025,NERYL ACETATE [FCC]
1549025,NERYL ACETATE [FHFI]
1549025,SCHEMBL236190
1549025,"Neryl acetate, natural, 90%"
1549025,CHEMBL2268549
1549025,DTXCID0027068
1549025,"Neryl acetate, analytical standard"
1549025,16409-44-2
1549025,NSC72031
1549025,Tox21_301974
1549025,BDBM50036947
1549025,LMFA07010194
1549025,s9373
1549025,"Neryl acetate, >=98%, FCC, FG"
1549025,AKOS016009834
1549025,"2, 3,7-dimethyl-, acetate, (Z)-"
1549025,CCG-266557
1549025,CS-W015699
1549025,HY-W014983
1549025,NCGC00256089-01
1549025,AS-68365
1549025,CAS-141-12-8
1549025,"cis-1-acetoxy-3,7-dimethyl-octa-2,6-diene"
1549025,N0463
1549025,"(2Z)-3,7-Dimethyl-2,6-octadienyl acetate #"
1549025,A885701
1549025,"cis-3,7-Dimethyl-2,6-octadien-1-yl acetate, 98%"
1549025,Q1368877
1549025,"2,6-octadien-1-ol, 3,7-dimetil-, 1-acetato, (2z)-"
1549025,130396-85-9
471426,Euscaphic acid
471426,53155-25-2
471426,Jacarandic acid
471426,Acuminatic acid
471426,CHEBI:67914
471426,"(1R,2R,4aS,6aR,6aS,6bR,8aR,10S,11R,12aR,14bS)-1,10,11-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid"
471426,NSC-733507
471426,LG23EX5V2J
471426,Euscapic acid
471426,Euscophic acid
471426,SCHEMBL869457
471426,CHEMBL239075
471426,DTXSID201317438
471426,HY-N2566
471426,BDBM50543759
